Id,Fault
1230,0
1231,0
1232,0
1233,1
1234,0
1235,1
1236,1
1237,0
1238,1
1239,1
1240,0
1241,1
1242,0
1243,0
1244,1
1245,0
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,0
1258,0
1259,1
1260,1
1261,1
1262,0
1263,0
1264,1
1265,1
1266,1
1267,0
1268,1
1269,1
1270,1
1271,0
1272,0
1273,1
1274,1
1275,1
1276,0
1277,0
1278,0
1279,0
1280,1
1281,0
1282,1
1283,0
1284,1
1285,1
1286,0
1287,0
1288,0
1289,1
1290,0
1291,1
1292,1
1293,0
1294,0
1295,0
1296,1
1297,0
1298,1
1299,1
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,0
1308,1
1309,1
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,1
1317,0
1318,1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,1
1325,0
1326,1
1327,0
1328,1
1329,1
1330,0
1331,1
1332,0
1333,1
1334,0
1335,0
1336,1
1337,0
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,0
1346,1
1347,1
1348,0
1349,1
1350,0
1351,1
1352,0
1353,1
1354,0
1355,1
1356,0
1357,0
1358,0
1359,1
1360,0
1361,1
1362,1
1363,1
1364,1
1365,1
1366,0
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,0
1385,0
1386,1
1387,0
1388,1
1389,1
1390,0
1391,1
1392,0
1393,0
1394,0
1395,1
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,1
1403,0
1404,1
1405,0
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,1
1420,0
1421,1
1422,1
1423,1
1424,1
1425,0
1426,0
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,1
1436,0
1437,1
1438,1
1439,0
1440,0
1441,0
1442,0
1443,0
1444,1
1445,0
1446,1
1447,0
1448,0
1449,1
1450,1
1451,0
1452,0
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,0
1461,0
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,1
1469,0
1470,1
1471,0
1472,1
1473,1
1474,0
1475,1
1476,0
1477,0
1478,1
1479,1
1480,0
1481,0
1482,0
1483,0
1484,1
1485,0
1486,1
1487,0
1488,1
1489,0
1490,1
1491,0
1492,1
1493,0
1494,0
1495,0
1496,0
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,0
1511,0
1512,1
1513,0
1514,0
1515,0
1516,0
1517,0
1518,1
1519,1
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,1
1527,0
1528,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,1
1535,0
1536,1
1537,1
1538,0
1539,0
1540,1
1541,1
1542,0
1543,1
1544,1
1545,1
1546,1
1547,0
1548,0
1549,0
1550,1
1551,0
1552,1
1553,0
1554,1
1555,0
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,0
1565,1
1566,1
1567,0
1568,1
1569,1
1570,0
1571,1
1572,0
1573,1
1574,1
1575,0
1576,0
1577,1
1578,0
1579,1
1580,0
1581,0
1582,0
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,0
1591,0
1592,1
1593,0
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,0
1603,0
1604,1
1605,0
1606,1
1607,1
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,0
1625,0
1626,0
1627,0
1628,0
1629,1
1630,1
1631,0
1632,0
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,0
1641,0
1642,1
1643,1
1644,1
1645,0
1646,0
1647,1
1648,0
1649,1
1650,1
1651,0
1652,0
1653,1
1654,1
1655,0
1656,1
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,0
1668,1
1669,0
1670,0
1671,0
1672,0
1673,1
1674,1
1675,0
1676,0
1677,1
1678,1
1679,0
1680,1
1681,1
1682,1
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,0
1691,1
1692,1
1693,0
1694,1
1695,0
1696,0
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,0
1706,0
1707,1
1708,1
1709,0
1710,1
1711,1
1712,1
1713,0
1714,1
1715,0
1716,1
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,0
1724,1
1725,0
1726,1
1727,1
1728,1
1729,0
1730,1
1731,0
1732,0
1733,0
1734,0
1735,1
1736,1
1737,1
1738,0
1739,1
1740,1
1741,0
1742,0
1743,0
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,1
1751,0
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,0
1759,0
1760,0
1761,1
1762,1
1763,1
1764,1
1765,0
1766,1
1767,1
1768,1
1769,0
1770,1
1771,1
1772,1
1773,0
1774,1
1775,0
1776,0
1777,1
1778,0
1779,1
1780,0
1781,0
1782,1
1783,0
1784,1
1785,0
1786,1
1787,0
1788,1
1789,1
1790,1
1791,0
1792,0
1793,0
1794,1
1795,0
1796,1
1797,1
1798,0
1799,1
1800,1
1801,0
1802,0
1803,1
1804,1
1805,1
1806,1
1807,0
1808,0
1809,0
1810,0
1811,1
1812,0
1813,0
1814,1
1815,1
1816,0
1817,0
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,0
1826,0
1827,0
1828,0
1829,0
1830,1
1831,0
1832,0
1833,0
1834,0
1835,0
1836,1
1837,1
1838,0
1839,0
1840,0
1841,0
1842,1
1843,1
1844,1
1845,0
1846,0
1847,0
1848,1
1849,0
1850,0
1851,1
1852,1
1853,0
1854,0
1855,1
1856,1
1857,1
1858,1
1859,0
1860,0
1861,1
1862,0
1863,1
1864,1
1865,0
1866,0
1867,0
1868,0
1869,0
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,0
1877,1
1878,1
1879,0
1880,0
1881,0
1882,1
1883,1
1884,1
1885,0
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,0
1893,0
1894,1
1895,0
1896,1
1897,0
1898,1
1899,1
1900,0
1901,0
1902,1
1903,1
1904,1
1905,0
1906,1
1907,1
1908,1
1909,1
1910,0
1911,1
1912,1
1913,0
1914,0
1915,0
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,1
1926,1
1927,0
1928,0
1929,0
1930,1
1931,1
1932,1
1933,1
1934,0
1935,1
1936,1
1937,0
1938,0
1939,1
1940,1
1941,1
1942,0
1943,1
1944,0
1945,0
1946,1
1947,0
1948,0
1949,1
1950,1
1951,1
1952,0
1953,1
1954,1
1955,0
1956,1
1957,1
1958,0
1959,1
1960,0
1961,0
1962,1
1963,1
1964,1
1965,0
1966,1
1967,0
1968,0
1969,1
1970,1
1971,1
1972,0
1973,0
1974,1
1975,1
1976,0
1977,1
1978,0
1979,1
1980,1
1981,1
1982,1
1983,1
1984,0
1985,0
1986,0
1987,1
1988,1
1989,1
1990,1
1991,1
1992,0
1993,0
1994,1
1995,1
1996,1
1997,0
1998,1
1999,0
2000,0
2001,0
2002,0
2003,1
2004,0
2005,0
2006,1
2007,0
2008,1
2009,0
2010,1
2011,1
2012,1
2013,1
2014,0
2015,0
2016,1
2017,0
2018,1
2019,1
2020,1
2021,1
2022,1
2023,0
2024,1
2025,0
2026,0
2027,1
2028,1
2029,0
2030,1
2031,0
2032,1
2033,0
2034,1
2035,1
2036,1
2037,0
2038,0
2039,0
2040,1
2041,0
2042,1
2043,1
2044,1
2045,1
2046,1
2047,0
2048,1
2049,0
2050,1
2051,1
2052,0
2053,1
2054,0
2055,0
2056,1
2057,0
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,0
2068,1
2069,1
2070,0
2071,1
2072,0
2073,0
2074,1
2075,0
2076,0
2077,1
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,1
2091,0
2092,1
2093,1
2094,0
2095,1
2096,1
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,0
2117,1
2118,1
2119,0
2120,1
2121,0
2122,0
2123,0
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,0
2132,1
2133,0
2134,1
2135,0
2136,1
2137,1
2138,1
2139,0
2140,0
2141,1
2142,0
2143,1
2144,1
2145,0
2146,1
2147,0
2148,0
2149,0
2150,1
2151,1
2152,1
2153,1
2154,0
2155,0
2156,0
2157,1
2158,0
2159,1
2160,0
2161,0
2162,1
2163,0
2164,0
2165,0
2166,0
2167,0
2168,1
2169,0
2170,0
2171,1
2172,1
2173,0
2174,0
2175,0
2176,0
2177,1
2178,0
2179,1
2180,0
2181,1
2182,1
2183,1
2184,0
2185,0
2186,1
2187,0
2188,1
2189,0
2190,1
2191,1
2192,0
2193,0
2194,0
2195,1
2196,0
2197,0
2198,0
2199,1
2200,1
2201,1
2202,1
2203,0
2204,1
2205,1
2206,0
2207,1
2208,1
2209,0
2210,1
2211,1
2212,0
2213,1
2214,1
2215,1
2216,0
2217,0
2218,1
2219,0
2220,1
2221,1
2222,1
2223,1
2224,0
2225,1
2226,1
2227,1
2228,0
2229,1
2230,0
2231,1
2232,0
2233,0
2234,1
2235,1
2236,1
2237,0
2238,1
2239,1
2240,0
2241,0
2242,0
2243,1
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,0
2251,1
2252,1
2253,0
2254,1
2255,1
2256,0
2257,1
2258,1
2259,1
2260,1
2261,0
2262,1
2263,1
2264,1
2265,0
2266,1
2267,0
2268,1
2269,1
2270,1
2271,0
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,1
2279,0
2280,1
2281,1
2282,1
2283,0
2284,1
2285,0
2286,1
2287,0
2288,1
2289,0
2290,1
2291,1
2292,1
2293,0
2294,1
2295,1
2296,1
2297,0
2298,1
2299,1
2300,0
2301,0
2302,1
2303,0
2304,0
2305,1
2306,1
2307,1
2308,1
2309,1
2310,0
2311,1
2312,1
2313,0
2314,1
2315,1
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,1
2323,0
2324,1
2325,1
2326,0
2327,0
2328,0
2329,0
2330,1
2331,1
2332,1
2333,1
2334,0
2335,1
2336,1
2337,1
2338,1
2339,0
2340,0
2341,0
2342,1
2343,1
2344,0
2345,1
2346,1
2347,1
2348,1
2349,1
2350,0
2351,1
2352,1
2353,1
2354,1
2355,0
2356,1
2357,0
2358,0
2359,0
2360,1
2361,1
2362,1
2363,1
2364,1
2365,0
2366,0
2367,1
2368,0
2369,1
2370,1
2371,0
2372,1
2373,1
2374,1
2375,1
2376,0
2377,1
2378,0
2379,1
2380,1
2381,1
2382,0
2383,0
2384,1
2385,1
2386,1
2387,0
2388,0
2389,1
2390,0
2391,1
2392,1
2393,0
2394,0
2395,0
2396,0
2397,1
2398,1
2399,1
2400,0
2401,1
2402,1
2403,1
2404,1
2405,0
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,0
2414,1
2415,0
2416,0
2417,0
2418,1
2419,0
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,1
2434,0
2435,1
2436,1
2437,0
2438,1
2439,1
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,1
2448,1
2449,1
2450,0
2451,1
2452,0
2453,0
2454,0
2455,1
2456,1
2457,1
2458,0
2459,1
2460,1
2461,0
2462,0
2463,1
2464,1
2465,0
2466,1
2467,0
2468,1
2469,0
2470,0
2471,0
2472,0
2473,1
2474,1
2475,1
2476,1
2477,1
2478,0
2479,1
2480,1
2481,1
2482,0
2483,1
2484,1
2485,0
2486,0
2487,1
2488,0
2489,0
2490,0
2491,0
2492,1
2493,0
2494,1
2495,0
2496,1
2497,1
2498,1
2499,0
2500,1
2501,0
2502,0
2503,1
2504,0
2505,1
2506,1
2507,1
2508,0
2509,0
2510,1
2511,1
2512,0
2513,0
2514,0
2515,1
2516,1
2517,1
2518,0
2519,1
2520,1
2521,1
2522,0
2523,1
2524,0
2525,1
2526,1
2527,0
2528,1
2529,1
2530,0
2531,1
2532,0
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,1
2540,0
2541,1
2542,0
2543,1
2544,0
2545,1
2546,1
2547,0
2548,0
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,0
2559,1
2560,0
2561,1
2562,0
2563,0
2564,1
2565,1
2566,1
2567,1
2568,1
2569,0
2570,0
2571,1
2572,0
2573,1
2574,1
2575,1
2576,1
2577,0
2578,1
2579,0
2580,0
2581,1
2582,0
2583,1
2584,0
2585,1
2586,1
2587,1
2588,0
2589,0
2590,1
2591,1
2592,1
2593,0
2594,1
2595,1
2596,1
2597,1
2598,0
2599,1
2600,1
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,1
2608,0
2609,1
2610,1
2611,0
2612,0
2613,1
2614,1
2615,0
2616,1
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,0
2624,1
2625,1
2626,1
2627,1
2628,0
2629,1
2630,1
2631,0
2632,1
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,1
2640,0
2641,0
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,1
2650,0
2651,1
2652,1
2653,1
2654,0
2655,0
2656,0
2657,0
2658,1
2659,0
2660,1
2661,1
2662,1
2663,1
2664,0
2665,1
2666,0
2667,1
2668,0
2669,1
2670,1
2671,1
2672,0
2673,0
2674,1
2675,0
2676,0
2677,0
2678,1
2679,1
2680,0
2681,0
2682,1
2683,1
2684,0
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,0
2697,0
2698,0
2699,1
2700,0
2701,1
2702,1
2703,0
2704,1
2705,1
2706,1
2707,1
2708,0
2709,0
2710,0
2711,1
2712,1
2713,0
2714,1
2715,1
2716,0
2717,1
2718,0
2719,1
2720,0
2721,0
2722,1
2723,0
2724,1
2725,0
2726,1
2727,0
2728,1
2729,1
2730,0
2731,1
2732,1
2733,1
2734,0
2735,1
2736,0
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,0
2744,1
2745,0
2746,1
2747,1
2748,0
2749,1
2750,1
2751,0
2752,1
2753,1
2754,1
2755,0
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,0
2769,1
2770,0
2771,1
2772,1
2773,1
2774,0
2775,1
2776,1
2777,1
2778,1
2779,0
2780,1
2781,1
2782,1
2783,0
2784,1
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,1
2795,1
2796,1
2797,0
2798,0
2799,0
2800,1
2801,0
2802,1
2803,1
2804,1
2805,1
2806,1
2807,0
2808,1
2809,0
2810,1
2811,1
2812,1
2813,1
2814,0
2815,0
2816,0
2817,0
2818,1
2819,1
2820,1
2821,1
2822,0
2823,1
2824,1
2825,0
2826,1
2827,0
2828,1
2829,0
2830,1
2831,0
2832,0
2833,0
2834,1
2835,1
2836,0
2837,0
2838,1
2839,1
2840,0
2841,1
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,0
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,0
2857,1
2858,1
2859,1
2860,1
2861,0
2862,0
2863,0
2864,1
2865,0
2866,0
2867,0
2868,0
2869,1
2870,1
2871,1
2872,0
2873,1
2874,0
2875,1
2876,0
2877,0
2878,0
2879,1
2880,0
2881,0
2882,0
2883,0
2884,1
2885,0
2886,1
2887,1
2888,1
2889,1
2890,0
2891,1
2892,1
2893,0
2894,0
2895,0
2896,1
2897,0
2898,0
2899,1
2900,1
2901,0
2902,0
2903,1
2904,1
2905,0
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,1
2913,1
2914,1
2915,0
2916,0
2917,0
2918,1
2919,0
2920,0
2921,1
2922,1
2923,0
2924,0
2925,1
2926,0
2927,0
2928,1
2929,0
2930,0
2931,1
2932,1
2933,1
2934,0
2935,0
2936,1
2937,1
2938,1
2939,1
2940,1
2941,0
2942,1
2943,1
2944,0
2945,0
2946,0
2947,1
2948,0
2949,1
2950,0
2951,1
2952,1
2953,0
2954,1
2955,0
2956,1
2957,1
2958,1
2959,1
2960,0
2961,1
2962,1
2963,1
2964,0
2965,0
2966,1
2967,0
2968,1
2969,1
2970,1
2971,1
2972,1
2973,0
2974,1
2975,0
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,0
2984,1
2985,1
2986,1
2987,1
2988,0
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,0
2996,0
